"Identificador URL";Nome;Categorias;"Nome da variação 1";"Valor da variação 1";"Nome da variação 2";"Valor da variação 2";"Nome da variação 3";"Valor da variação 3";Preço;"Preço promocional";"Peso (kg)";"Altura (cm)";"Largura (cm)";"Comprimento (cm)";Estoque;SKU;"Código de barras";"Exibir na loja";"Frete gratis";Descrição;Tags;"Título para SEO";"Descrição para SEO";Marca;"Produto Físico";"MPN (Cód. Exclusivo, Modelo Fabricante)";Sexo;"Faixa etária";Custo
prancha-de-surf-js-monsta-2020-easy-rider-510-x-19-1-2-x-2-1-2-30l-pu;"JS Monsta 2020 Easy Rider 5'10 x 19 1/2 x 2 1/2 - 30L - PU";"Prancha de surf > Prancha de surf nova > Prancha de surf JS Industries";Tamanho;5'10;Volume;30L;;;3,790.00;3,190.00;4.00;216.00;15.00;53.00;1;;;SIM;NÃO;;"30L, 5'10, Easy Rider, js, js industries, Monsta, Monsta 2020 Easy Rider, prancha de surf";"Prancha de surf JS Monsta 2020 Easy Rider 5'10 x 19 1/2 x 2 1/2 - 30L ";;"JS Industries";SIM;;Unissex;Adulto;
prancha-de-surf-js-sub-xero-59-x-20-3-4-x-2-3-4-353l-eps;"JS Sub Xero 5'9 x 20 3/4 x 2 3/4 - 35,3L - EPS";"Prancha de surf > Prancha de surf nova > Prancha de surf JS Industries";Tamanho;5'9;Volume;35,3L;;;3,990.00;3,190.00;4.00;216.00;15.00;53.00;0;;;SIM;NÃO;;"35.3L, 5'9, js, js industries, prancha de surf, Sub Xero";"Prancha de surf JS Sub Xero 5'9 x 20 3/4 x 2 3/4 - 35,3L - EPS";"Foi concebido para ser para o alto desempenho em ondas na altura do joelho, e não podíamos estar mais entusiasmados em levá-la para aqueles dias em que nem sequer se entraria no oceano sem o foguete certo.";"JS Industries";SIM;;Unissex;Adulto;
prancha-de-surf-js-raging-bull-60-x-19-5-8-x-2-5-8-327l-pu;"JS Raging Bull 6'0 x 19 5/8 x 2 11/16 - 33,4L - PU";"Prancha de surf > Prancha de surf nova > Prancha de surf JS Industries";Tamanho;6';Volume;33,4L;;;3,990.00;;4.00;216.00;15.00;53.00;1;;;SIM;NÃO;;"32.7L, 6', js, js industries, prancha de surf, Raging Bull";"Prancha de surf JS Raging Bull 6'0 x 19 5/8 x 2 5/8 - 32,7L - PU";"Perfeita para surfistas mais fortes ou pesados que querem uma prancha com bastante volume mas que possa também entregar muita performance. Ganhou o prêmio da SBI Awards de melhor prancha do mundo em 2021!";"JS Industries";SIM;;Unissex;Adulto;
prancha-de-surf-js-bullseye-59-x-19-3-4-x-2-1-2-313l-eps;"JS Bullseye 5'9 x 19 3/4 x 2 1/2 - 31,3L - EPS";"Prancha de surf > Prancha de surf nova > Prancha de surf JS Industries";Tamanho;5'9;Volume;31,3L;;;3,990.00;;4.00;216.00;15.00;53.00;0;;;SIM;NÃO;;"31.3L, 5'9, Bullseye, js, js industries, prancha de surf";"Prancha de surf JS Bullseye 5'9 x 19 3/4 x 2 1/2 - 31,3L - EPS";"Bullseye, foi concebida para um surf em ondas pequenas, diferente da  Raging Bull. Deve ser de 2 a 3 polegadas mais curta e mais larga do que a Ranging Bull. A Bullseye é construída para mantê-lo pegando muitas ondas passando por sessões cheias da onda, ao contrario de outras pranchas que estariam lutando para gera";"JS Industries";SIM;;Unissex;Adulto;
prancha-de-surf-js-xero-510-x-19-1-4-x-2-7-16-292l-eps;"JS Xero 5'10 x 19 1/4 x 2 7/16 - 29,2L - EPS";"Prancha de surf > Prancha de surf nova > Prancha de surf JS Industries";Tamanho;5'10;Volume;29,2L;;;3,790.00;;4.00;216.00;15.00;53.00;0;;;SIM;NÃO;;"29.2L, 5'10, js, js industries, prancha de surf, Xero";"Prancha de surf JS Xero 5'10 x 19 1/4 x 2 7/16 - 29,2L - EPS";"Incrivelmente rápida, este rocker se encaixa em uma enorme variedade de ondas e oferece ainda mais velocidade do que o Monsta Box. É plano o suficiente para andar em qualquer onda, mas tem rocker suficiente para ser empurrado com força quando combinado com o outline limpo e o desempenho do Monsta, proporcionando tro";"JS Industries";SIM;;Unissex;Adulto;
prancha-de-surf-dhd-dna-round-62-x-19-1-4-x-2-1-2-31l-pu;"DHD DNA round 6'2 x 19 1/4 x 2 1/2 - 31L - PU";"Prancha de surf > Prancha de surf nova > Prancha de surf DHD Surfboards, Pranchas em promoção";Tamanho;6'2;Volume;31L;;;3,790.00;3,190.00;4.00;216.00;15.00;53.00;0;;;SIM;NÃO;;"6'2, dhd, prancha de surf";"Prancha de surf DHD DNA round 6'2 x 19 1/4 x 2 1/2 - 31L";"DHD DNA round 6'2 x 19 1/4 x 2 1/2 - 31L";"DHD Surfboards";SIM;;Unissex;Adulto;
prancha-de-surf-dhd-sandman-60-x19-3-4-x-2-11-16-33l-pu;"DHD Sandman 6'0 X19 3/4 x 2 11/16 - 33L - PU";"Prancha de surf > Prancha de surf nova > Prancha de surf DHD Surfboards";Tamanho;6';Volume;33L;;;3,900.00;;4.00;216.00;15.00;53.00;0;;;SIM;NÃO;;"6', dhd, prancha de surf, sandman";"Prancha de surf DHD Sandman 6'0 X19 3/4 x 2 11/16 - 33L";"DHD Sandman 6'0 X19 3/4 x 2 11/16 - 33L";"DHD Surfboards";SIM;;Unissex;Adulto;
prancha-de-surf-dhd-phoenix-sw-60-x-21-1-4-x-2-5-8-38l-eps;"DHD Phoenix SW 6'0 x 21 1/4 x 2 5/8 - 38L - EPS";"Prancha de surf > Prancha de surf nova > Prancha de surf DHD Surfboards, Pranchas em promoção";Tamanho;6';Volume;38L;;;4,390.00;;4.00;216.00;15.00;53.00;0;;;SIM;NÃO;;"38L, 6', dhd, phoenix, phoenix sw, prancha de surf";"Prancha de surf DHD Phoenix SWALLOW 6'0 x  21 1/4 x 2 5/8 -  38L";"DHD Phoenix SWALLOW 6'0 x  21 1/4 x 2 5/8 -  38L";"DHD Surfboards";SIM;;Unissex;Adulto;
prancha-de-surf-dhd-dreamweaver-60-x-19-1-8-x-2-7-16-295l-pu;"DHD Dreamweaver 6'0 x 19 1/8 x 2 7/16 - 29,5L - PU";"Prancha de surf > Prancha de surf nova > Prancha de surf DHD Surfboards";Tamanho;6';Volume;29,5L;;;3,900.00;3,790.00;4.00;216.00;15.00;53.00;0;;;SIM;NÃO;;"6', dhd, prancha de surf";"Prancha de surf DHD Dreamweaver 6'0 x 19 1/8 x 2 7/16 - 29,5L";"DHD Dreamweaver 6'0 x 19 x 2 1/2 - 30L";"DHD Surfboards";SIM;;Unissex;Adulto;
prancha-de-surf-dhd-phoenix-sw-59-x-20-1-4-x-2-1-2-33l-eps;"DHD Phoenix SW 5'9 x 20 1/4 x 2 1/2 - 33L - EPS";"Prancha de surf > Prancha de surf nova > Prancha de surf DHD Surfboards, Pranchas em promoção";Tamanho;5'9;Volume;33L;;;4,190.00;3,990.00;4.00;216.00;15.00;53.00;0;;;SIM;NÃO;;"5'9, dhd, phoenix, phoenix sw, prancha de surf";"Prancha de surf DHD Phoenix SW -  EPS - 5'9 x 20 1/4 x  2 1/2 - 33L";"DHD Phoenix SW -  EPS - 5'9 x 20 1/4 x  2 1/2 - 33L";"DHD Surfboards";SIM;;Unissex;Adulto;
prancha-de-surf-dhd-mini-twin-ii-59-x-21-x-2-7-16-34-5l-pu;"DHD Mini Twin II 5'9 x 21 x 2 7/16 - 34.5L - PU";"Prancha de surf > Prancha de surf nova > Prancha de surf DHD Surfboards, Pranchas em promoção";Tamanho;5'9;Volume;34,5L;;;3,900.00;3,790.00;4.00;216.00;15.00;53.00;0;;;SIM;NÃO;;"5'9, dhd, mini twin 2, mini twin II, prancha de surf";"Prancha de surf DHD Mini Twin II 5'9 x 21 x 2 7/16 - 34.5L";"DHD Mini Twin II 5'9 x 21 x 2 7/16 - 34.5L";"DHD Surfboards";SIM;;Unissex;Adulto;
prancha-de-surf-dhd-mf-dna-59-x-18-7-8-x-2-3-8-275l-eps;"DHD MF DNA 5'9 x 18 7/8 x 2 3/8 - 27,5L - EPS";"Prancha de surf > Prancha de surf nova > Prancha de surf DHD Surfboards, Pranchas em promoção";Tamanho;5'9;Volume;27,5L;;;4,190.00;;4.00;216.00;15.00;53.00;0;;;SIM;NÃO;;"5'9, dhd, prancha de surf";"Prancha de surf DHD MF DNA 5'9 x 18 7/8 x 2 3/8  - 27,5L";"A MF DNA é o modelo que o Mick Fanning tem em seu quiver de DHD.";"DHD Surfboards";SIM;;Unissex;Adulto;
prancha-de-surf-dhd-3dv-59-x-19-x-2-3-8-28l-pu;"DHD 3DV 5'9 x 19 x 2 3/8 - 28L - PU";"Prancha de surf > Prancha de surf nova > Prancha de surf DHD Surfboards, Pranchas em promoção";Tamanho;5'9;Volume;28L;;;3,790.00;3,190.00;4.00;216.00;15.00;53.00;0;;;SIM;NÃO;;"5'9, dhd, prancha de surf";"Prancha de surf DHD 3DV 5'9 x 19 x 2 3/8 - 28L";"A 3DV é a união entre performance e volume para o surfista que procura elevar seu nível de surf.";"DHD Surfboards";SIM;;Unissex;Adulto;
prancha-de-surf-dhd-wilko-f13-58-x-18-7-8-x-2-5-16-262l-eps;"DHD Wilko F13 5'8 x 18 7/8 x 2 5/16 - 26,2L - EPS";"Prancha de surf > Prancha de surf nova > Prancha de surf DHD Surfboards";Tamanho;5'8;Volume;26,2L;;;3,590.00;;4.00;216.00;15.00;53.00;0;;;SIM;NÃO;;"5'8, dhd, prancha de surf, wilko, wilko 13";"Prancha de surf DHD WILKO F13 5'8 x 18 7/8 x 2 5/16 - 26,2L";"DHD WILKO F13 5'8 x 18 7/8 x 2 5/16 - 26,2L";"DHD Surfboards";SIM;;Unissex;Adulto;
prancha-de-surf-dhd-phoenix-sw-57-x-19-5-8-x-2-3-8-30l-eps;"DHD Phoenix SW 5'8 x 19 1/2 x 2 7/16- 31,5L - EPS";"Prancha de surf > Prancha de surf nova > Prancha de surf DHD Surfboards, Pranchas em promoção";Tamanho;5'8;Volume;31,5L;;;4,390.00;;4.00;216.00;15.00;53.00;1;;;SIM;NÃO;;"dhd, phoenix, phoenix sw, prancha de surf";"Prancha de surf DHD Phoenix SW 5'7 x 19 5/8  x  2 3/8 -  30L";"DHD Phoenix SW 5'7 x 19 5/8  x  2 3/8 -  30L";"DHD Surfboards";SIM;;Unissex;Adulto;
prancha-de-surf-dhd-phoenix-sw-56-x-19-1-4-x-2-5-16-275l-eps;"DHD Phoenix SW 5'6 x 19 1/4 x 2 5/16 - 27,5L - EPS";"Prancha de surf > Prancha de surf nova > Prancha de surf DHD Surfboards, Pranchas em promoção";Tamanho;5'6;Volume;27,5L;;;4,250.00;;4.00;216.00;15.00;53.00;0;;;SIM;NÃO;;"5'6, dhd, phoenix, phoenix sw, prancha de surf";"Prancha de surf DHD Phoenix SW 5'6 x 19 1/4 x 2 5/16 -  27,5L";"DHD Phoenix SW 5'6 x 19 1/4 x 2 5/16 -  27,5L";"DHD Surfboards";SIM;;Unissex;Adulto;
prancha-de-surf-dhd-phoenix-sw-56-x-19-1-2-x-2-3-8-29l-eps;"DHD Phoenix SW 5'6 x 19 1/2 x 2 3/8 - 29L - EPS";"Prancha de surf > Prancha de surf nova > Prancha de surf DHD Surfboards, Pranchas em promoção";Tamanho;5'6;Volume;29L;;;4,250.00;;4.00;216.00;15.00;53.00;0;;;SIM;NÃO;;"5'6, dhd, phoenix, phoenix sw, prancha de surf";"Prancha de surf DHD Phoenix SW 5'6 x 19 1/2 x  2 3/8 -  29L";"DHD Phoenix SW 5'6 x 19 1/2 x  2 3/8 -  29L";"DHD Surfboards";SIM;;Unissex;Adulto;
prancha-de-surf-dhd-sandman-511-x-19-5-8-x-2-1-2-31l-pu;"DHD Sandman 5'11 x 19 5/8 x 2 1/2 - 31L - PU";"Prancha de surf > Prancha de surf nova > Prancha de surf DHD Surfboards";Tamanho;5'11;Volume;31L;;;3,900.00;;4.00;216.00;15.00;53.00;0;;;SIM;NÃO;;"5'11, dhd, prancha de surf, sandman";"Prancha de surf DHD Sandman 5'11 x 19 5/8 x 2 1/2 - 31L";"DHD Sandman 5'11 x 19 5/8 x 2 1/2 - 31L";"DHD Surfboards";SIM;;Unissex;Adulto;
prancha-de-surf-dhd-mf-dna-511-x-19-1-4-x-2-7-16-30l-pu;"DHD MF DNA 5'11 x 19 1/4 x 2 7/16 - 30L - PU";"Prancha de surf > Prancha de surf nova > Prancha de surf DHD Surfboards";Tamanho;5'11;Volume;30L;;;3,900.00;3,490.00;4.00;216.00;15.00;53.00;0;;;SIM;NÃO;;"5'11, dhd, prancha de surf";"Prancha de surf DHD MF DNA 5'11 x 19 1/4 x 2 7/16  -30L";"A MF DNA é o modelo que o Mick Fanning tem em seu quiver de DHD.";"DHD Surfboards";SIM;;Unissex;Adulto;
prancha-de-surf-dhd-dreamweaver-511-x-18-7-8-x-2-3-8-28l-pu;"DHD Dreamweaver 5'11 x 18 7/8 x 2 3/8 - 28L - PU";"Prancha de surf > Prancha de surf nova > Prancha de surf DHD Surfboards";Tamanho;5'11;Volume;28L;;;3,900.00;3,790.00;4.00;216.00;15.00;53.00;1;;;SIM;NÃO;;"5'11, dhd, prancha de surf";"Prancha de surf DHD Dreamweaver 5'11 x 18 7/8 x 2 3/8 - 28L";"DHD Dreamweaver 5'11 x 18 7/8 x 2 3/8 - 28L";"DHD Surfboards";SIM;;Unissex;Adulto;
prancha-de-surf-dhd-dna-round-511-x-18-3-4-x-2-5-16-274l-pu;"DHD DNA Round 5'11 x 18 3/4 x 2 5/16 - 27,4L - PU";"Prancha de surf > Prancha de surf nova > Prancha de surf DHD Surfboards, Pranchas em promoção";Tamanho;5'11;Volume;27,4L;;;3,690.00;3,190.00;4.00;216.00;15.00;53.00;1;;;SIM;NÃO;;"5'11, dhd, prancha de surf";"Prancha de surf DHD DNA Round 5'11 x 18 3/4 x 2 5/16 - 27,4L";"DHD DNA Round 5'11 x 18 3/4 x 2 5/16 - 27,4L";"DHD Surfboards";SIM;;Unissex;Adulto;
prancha-de-surf-dhd-3dv-511-x-19-5-8-x-2-1-2-31l-pu;"DHD 3DV 5'11 x 19 5/8 x 2 1/2 - 31L - PU";"Prancha de surf > Prancha de surf nova > Prancha de surf DHD Surfboards, Pranchas em promoção";Tamanho;5'11;Volume;31L;;;3,790.00;3,190.00;4.00;216.00;15.00;53.00;0;;;SIM;NÃO;;"5'11, dhd, prancha de surf";"Prancha de surf DHD 3DV 5'11 x 19 5/8 x 2 1/2 - 31L";"A 3DV é a união entre performance e volume para o surfista que procura elevar seu nível de surf.";"DHD Surfboards";SIM;;Unissex;Adulto;
prancha-de-surf-dhd-phoenix-sw-510-x-20-1-2-x-2-9-16-35l-eps;"DHD Phoenix SW 5'10 x 20 1/2 x 2 9/16 - 35L - EPS";"Prancha de surf > Prancha de surf nova > Prancha de surf DHD Surfboards, Pranchas em promoção";Tamanho;5'10;Volume;35L;;;4,250.00;;4.00;216.00;15.00;53.00;0;;;SIM;NÃO;;"5'10, dhd, phoenix, phoenix sw, prancha de surf";"Prancha de surf DHD Phoenix SW 5'10 x 20 1/2 x  2 9/16 -  35L";"DHD Phoenix SW 5'10 x 20 1/2 x  2 9/16 -  35L";"DHD Surfboards";SIM;;Unissex;Adulto;
al-merrick-og-flyer-510-x-19-1-4-x-2-7-16-294l-pu1;"Al Merrick OG Flyer 5'10 x 19 1/4 x 2 7/16 - 29,4L - PU";"Prancha de surf > Prancha de surf nova > Prancha de surf Al Merrick - Channel Islands, Pranchas em promoção";Tamanho;5'11;Volume;29,4L;;;4,950.00;;4.00;216.00;15.00;53.00;1;;;SIM;NÃO;;"29.4L, 5'10, al merrick, Channel Islands, og flyer, prancha de surf";;;"Al Merrick";SIM;;Unissex;Adulto;
prancha-de-surf-al-merrick-rocket-wide-56-x-19-x-2-3-8-272l-pu;"Al Merrick Rocket Wide 5'6 x 19 x 2 3/8 - 27,2L - PU";"Prancha de surf > Prancha de surf nova > Prancha de surf Al Merrick - Channel Islands";Tamanho;5'6;Volume;27,2L;;;4,390.00;;4.00;216.00;15.00;53.00;1;;;SIM;NÃO;;"27.2L, 5'6, al merrick, Channel Islands, prancha de surf, pu, rocket wide";"Prancha de surf Al Merrick Rocket Wide 5'6 x 19 x 2 3/8 - 27,2L - PU";;"Al Merrick";SIM;;Unissex;Adulto;
prancha-de-surf-al-merrick-og-flyer-59-x-19-x-2-3-8-279l-pu;"Al Merrick OG Flyer 5'9 x 19 x 2 3/8 - 27,9L - PU";"Prancha de surf > Prancha de surf nova > Prancha de surf Al Merrick - Channel Islands";Tamanho;5'9;Volume;27,9L;;;4,390.00;;4.00;216.00;15.00;53.00;1;;;SIM;NÃO;;"27.9L, 5'9, al merrick, Channel Islands, og flyer, prancha de surf, pu";"Prancha de surf Al Merrick OG Flyer 5'9 x 19 x 2 3/8 - 27,9L - PU";;"Al Merrick";SIM;;Unissex;Adulto;
prancha-de-surf-al-merrick-og-flyer-57-x-18-5-8-x-2-1-4-251l-pu;"Al Merrick OG Flyer 5'7 x 18 5/8 x 2 1/4 - 25,1L - PU";"Prancha de surf > Prancha de surf nova > Prancha de surf Al Merrick - Channel Islands, Pranchas em promoção";Tamanho;5'7;Volume;25,1L;;;4,290.00;;4.00;216.00;15.00;53.00;0;;;SIM;NÃO;;"25.1L, 5'7, al merrick, Channel Islands, og flyer, prancha de surf, pu";"Prancha de surf Al Merrick OG Flyer 5'7 x 18 5/8 x 2 1/4 - 25,1L - PU";;"Al Merrick";SIM;;Unissex;Adulto;
prancha-de-surf-al-merrick-two-happy-61-x-19-1-8-x-2-3-8-294l-pu;"Al Merrick Two Happy 6'1 X 19 1/8 X 2 3/8 - 29,4L - PU";"Prancha de surf > Prancha de surf nova > Prancha de surf Al Merrick - Channel Islands";Tamanho;6'1;Volume;29,4L;;;4,290.00;;4.00;216.00;15.00;53.00;1;;;SIM;NÃO;;"29.4L, 6'1, al merrick, Channel Islands, prancha de surf, pu, two happy";"Prancha de surf Al Merrick Two Happy 6'1 X 19 1/8 X 2 3/8 - 29,4L - PU";;"Al Merrick";SIM;;Unissex;Adulto;
al-merrick-two-happy-60-x-19-5-8-x-2-9-16-32l-pu;"Al Merrick Two Happy Round - 6'0 X 19 1/8 X 2 7/16- 29,7L - PU";"Prancha de surf > Prancha de surf nova > Prancha de surf Al Merrick - Channel Islands";Tamanho;6'0;Volume;29,7L;;;4,800.00;;4.00;216.00;15.00;53.00;1;;;SIM;NÃO;;"6', al merrick, Channel Islands, prancha de surf, pu, two happy";"Al Merrick Two Happy 6'0 X 19 5/8 X 2 9/16- 32L - PU";;"Al Merrick";SIM;;;;
prancha-de-surf-al-merrick-sampler-61-x-20-5-8-x-2-3-4-371l-pu;"Al Merrick Sampler 6'1 x 20 5/8 x 2 3/4 - 37,1L - PU";"Prancha de surf > Prancha de surf nova > Prancha de surf Al Merrick - Channel Islands, Pranchas em promoção";Tamanho;5'8;Volume;28L;;;4,290.00;;4.00;216.00;15.00;53.00;0;;;SIM;NÃO;;"37.1L, 6'1, al merrick, Channel Islands, prancha de surf, pu, sampler";"Prancha de surf Al Merrick Sampler 6'1 x 20 5/8 x 2 3/4 - 37,1L - PU";"A Prancha de Surf Sampler foi desenvolvida com Dane Reynolds para ser aquela prancha substituta que você surfa com um tamanho um pouco menor e mais larga em ondas pequenas ou fracas sem sacrificar a performance.";"Al Merrick";SIM;;Unissex;Adulto;
prancha-de-surf-al-merrick-neckbeard-3-60-x-20-1-8-x-2-11-16-352l-pu;"Al Merrick Neckbeard 3 6'0 x 20 1/8 x 2 11/16 - 35,2L - PU";"Prancha de surf > Prancha de surf nova > Prancha de surf Al Merrick - Channel Islands";Tamanho;5'9;Volume;30,9L;;;4,950.00;;4.00;216.00;15.00;53.00;0;;;SIM;NÃO;;"35.2L, 6', al merrick, Channel Islands, Neckbeard 3, prancha de surf";"Prancha de surf 6'0 x 20 1/8 x 2 11/16 - 35,2 PU";"A Al Merrick Neck Beard 3 é a mais nova atualização do foguete mais consagrado da Al Merrick.";"Al Merrick";SIM;;Unissex;Adulto;
al-merrick-happy-everyday-swallow-61-x-20-1-2-x-2-5-8-351l-pu;"Al Merrick Happy Everyday Swallow 6'1 x 20 1/2 x 2 5/8 - 35,1L - PU";"Prancha de surf > Prancha de surf nova > Prancha de surf Al Merrick - Channel Islands";Tamanho;6'1;Volume;35,1L;;;4,950.00;;4.00;216.00;15.00;53.00;0;;;SIM;NÃO;;"35.1L, 6'1, al merrick, Channel Islands, happy everyday, prancha de surf";"Prancha de surf Al Merrick Happy Everyday 6'1 x 20 1/2 x 2 5/8 - 35,1L";;"Al Merrick";SIM;;Unissex;Adulto;
al-merrick-happy-everyday-swallow-60-x-20-1-4-x-2-5-8-342l-pu;"Al Merrick Happy Everyday Swallow 6'0 x 20 1/4 x 2 5/8 - 34,2L - PU";"Prancha de surf > Prancha de surf nova > Prancha de surf Al Merrick - Channel Islands, Pranchas em promoção";Tamanho;6';Volume;34,2L;;;4,390.00;;4.00;216.00;15.00;53.00;0;;;SIM;NÃO;;"34.2L, 6, al merrick, Channel Islands, happy everyday, prancha de surf";"Prancha de surf Al Merrick Happy Everyday 6' x 20 1/4 x 2 5/8 - 34,2L";;"Al Merrick";SIM;;Unissex;Adulto;
prancha-de-surf-al-merrick-happy-everyday-59-x-19-1-2-x-2-7-16-294l-pu;"Al Merrick Happy Everyday 5'9 x 19 3/8 x 2 7/16 - 29,2L - EPS";"Prancha de surf > Prancha de surf nova > Prancha de surf Al Merrick - Channel Islands";Tamanho;5'9;Volume;29,2L;;;5,690.00;;4.00;216.00;15.00;53.00;1;;;SIM;NÃO;;"29.4L, 5'9, al merrick, Channel Islands, happy everyday, prancha de surf";"Prancha de surf Al Merrick Happy Everyday 5'9 x 19 1/2 x 2 7/16 - 29,4";;"Al Merrick";SIM;;Unissex;Adulto;
al-merrick-happy-everyday-swallow-511-x-20-x-2-9-16-326l-pu;"Al Merrick Happy Everyday Swallow 5'11 x 20 x 2 9/16 - 32,6L - PU";"Prancha de surf > Prancha de surf nova > Prancha de surf Al Merrick - Channel Islands";Tamanho;5'11;Volume;32,6L;;;4,590.00;;4.00;216.00;15.00;53.00;0;;;SIM;NÃO;;"32.6L, 5'11, al merrick, Channel Islands, happy everyday, prancha de surf";"Prancha de surf Al Merrick Happy Everyday 5'11 x 20 x 2 9/16 - 32,6L";;"Al Merrick";SIM;;Unissex;Adulto;
prancha-de-surf-al-merrick-happy-everyday-510-x-19-3-4-x-2-1-2-309l-pu;"Al Merrick Happy Everyday 5'10 x 19 3/4 x 2 1/2 - 30,9L - PU";"Prancha de surf > Prancha de surf nova > Prancha de surf Al Merrick - Channel Islands";Tamanho;5'10;Volume;30,9L;;;4,390.00;;4.00;216.00;15.00;53.00;0;;;SIM;NÃO;;"30.9L, 5'10, al merrick, Channel Islands, happy everyday, prancha de surf";"Prancha de surf Al Merrick Happy Everyday 5'10 x 19 3/4 x 2 1/2 - 30,9";;"Al Merrick";SIM;;Unissex;Adulto;
prancha-de-surf-al-merrick-weirdo-ripper-58-x-19-5-8-x-2-7-16-301l-pu;"Al Merrick Weirdo Ripper 6'0 x 20 3/4 x 2 5/8 - 36,3L - PU";"Prancha de surf > Prancha de surf nova > Prancha de surf Al Merrick - Channel Islands, Pranchas em promoção";Tamanho;6'0;Volume;36,3L;;;4,950.00;;4.00;216.00;15.00;53.00;0;;;SIM;NÃO;;"al merrick, Channel Islands, prancha de surf, pu, weidor ripper";"Prancha de surf Al Merrick Weirdo Ripper 5'8 x 19 5/8 x 2 7/16 - 30,1L";"A ""Weirdo Ripper"" é uma prancha fácil de surfar, com uma distribuição de volume que ajuda na remada. A rabeta square-winged swallow funciona muito bem como triquilha ou quadriquilha.";"Al Merrick";SIM;;Unissex;Adulto;
prancha-de-surf-al-merrick-two-happy-510-x-18-7-8-x-2-5-16-271l-pu;"Al Merrick Two Happy Round 5'10 X 18 7/8 X 2 5/16 - 27,1L - PU";"Prancha de surf > Prancha de surf nova > Prancha de surf Al Merrick - Channel Islands";Tamanho;5'10;Volume;27,1L;;;4,800.00;;4.00;216.00;15.00;53.00;0;;;SIM;NÃO;;"27.1L, 5'10, al merrick, Channel Islands, prancha de surf, pu, two happy";"Prancha de surf Al Merrick Two Happy 5'10 X 18 7/8 X 2 5/16 - 27,1L PU";"Criado por Britt Merrick, através do trabalho com Dane Reynolds e Parker Coffin, a Two Happy leva toda a velocidade e fluidez de alta performance da Happy original, mas agora mais acessível e amigável para uma gama maior de surfistas e condições de mares.";"Al Merrick";SIM;;Unissex;Adulto;
prancha-de-surf-al-merrick-twin-pin-60-x-19-5-8-x-2-5-8-336l-pu;"Al Merrick Twin Pin 6'0 x 19 5/8 x 2 5/8 - 33,6L - PU";"Prancha de surf > Prancha de surf nova > Prancha de surf Al Merrick - Channel Islands, Pranchas em promoção";Tamanho;6';Volume;33,6L;;;4,890.00;;4.00;216.00;15.00;53.00;0;;;SIM;NÃO;;"33.6L, 6', al merrick, Channel Islands, prancha de surf, pu, twin pin";"Prancha de surf Al Merrick Twin Pin 6'0 x 19 5/8 x 2 5/8 - 33,6L - PU";"Desenhada para encarar uma ampla gama de condições, a Twin Pin vai surfar bem entre ondinhas pequenas até um mar fumegante, com bombas que precisam daquela remada e segurança extra.";"Al Merrick";SIM;;Unissex;Adulto;
prancha-de-surf-al-merrick-sampler-58-x-19-1-4-x-2-3-8-28l-pu;"Al Merrick Sampler 5'8 x 19 1/4 x 2 3/8 - 28L - PU";"Prancha de surf > Prancha de surf nova > Prancha de surf Al Merrick - Channel Islands";Tamanho;5'8;Volume;28L;;;4,290.00;;4.00;216.00;15.00;53.00;1;;;SIM;NÃO;;"28L, 5'8, al merrick, Channel Islands, prancha de surf, pu, sampler";"Prancha de surf Al Merrick Sampler 5'8 x 19 1/4 x 2 3/8 - 28L - PU";"A Prancha de Surf Sampler foi desenvolvida com Dane Reynolds para ser aquela prancha substituta que você surfa com um tamanho um pouco menor e mais larga em ondas pequenas ou fracas sem sacrificar a performance.";"Al Merrick";SIM;;Unissex;Adulto;
al-merrick-rocket-wide-59-x-19-3-4-x-2-5-8-327l-spinetek;"Al Merrick Rocket Wide 5'9 x 19 3/4 x 2 5/8 - 32,7L - Spinetek";"Prancha de surf > Prancha de surf nova > Prancha de surf Al Merrick - Channel Islands, Pranchas em promoção";Tamanho;5'9;Volume;32,7L;;;5,990.00;;4.00;216.00;15.00;53.00;0;;;SIM;NÃO;;"al merrick, Channel Islands, prancha de surf, rocket wide, spinetek";"Al Merrick Rocket Wide 5'9 x 19 3/4 x 2 5/8 - 32,7L - Spinetek";"Tecnologia Spinetek EPS. É uma versão mais amigável da Rocket9 por ser mais larga e grossa, proporcionando uma remada mais poderosa e mais velocidade quando as ondas estão pequenas!";"Al Merrick";SIM;;;;
prancha-de-surf-al-merrick-rocket-wide-510-x-20-x-2-5-8-335-pu;"Al Merrick Rocket Wide 5'10 x 20 x 2 5/8 - 33,5 - PU";"Prancha de surf > Prancha de surf nova > Prancha de surf Al Merrick - Channel Islands, Pranchas em promoção";Tamanho;5'10;Volume;33,5L;;;4,290.00;;4.00;216.00;15.00;53.00;0;;;SIM;NÃO;;"33.5L, 5'10, al merrick, Channel Islands, prancha de surf, rocket wide";"Prancha de surf Al Merrick Rocket Wide 5'10 x 20 x 2 5/8 - 33,5 - PU";"É uma versão mais amigável da Rocket9 por ser mais larga e grossa, proporcionando uma remada mais poderosa e mais velocidade quando as ondas estão pequenas!";"Al Merrick";SIM;;Unissex;Adulto;
